userName,content,score,at,sentimen
Pengguna Google,banyak fitur yang dibikin pro ih gasukaaa,4,2025-11-19 03:58:12,Positif
Pengguna Google,aplikasi nya bagus,5,2025-11-22 06:28:25,Positif
Pengguna Google,bagus sih tapi ada iklan nya banyak bgt,5,2025-11-26 04:29:47,Positif
Senses,Bagus.,4,2025-11-14 08:42:46,Positif
Pengguna Google,gampang dipakai dan mudah kalau mau mili video tinggal pilih templet atau edit,5,2025-11-16 07:02:41,Positif
Pengguna Google,sangat keren😎,5,2025-11-18 16:47:15,Positif
Pengguna Google,gk bisa di buka,5,2025-11-19 12:22:49,Positif
Pengguna Google,sangat bagus,5,2025-11-29 04:44:22,Positif
Pengguna Google,saya senang menggunakan CapCut,5,2025-11-25 11:53:46,Positif
Pengguna Google,kenapa tidak bisa di install padahal ruang masih banyak Dan Terbaru,5,2025-11-20 08:46:19,Positif
Pengguna Google,Baguss,5,2025-11-23 12:43:19,Positif
Pengguna Google,semenjak ada pembaruan malah makin buruk....edit foto biasanya bisa di template foto sekarang malah tidak bisa tolong di perbaiki,1,2025-11-28 15:28:24,Negatif
Pengguna Google,👎,5,2025-11-16 17:38:14,Positif
Pengguna Google,Capcut GK kayak dulu lebih bagus dulu dari pada skrng,1,2025-11-26 06:29:23,Negatif
Pengguna Google,habis update malah ga bisa hapus background jadinya item doang,1,2025-11-29 14:27:28,Negatif
Pengguna Google,bagus,5,2025-11-25 02:01:30,Positif
Pengguna Google,seru sih bisa ngedit aj gitu,5,2025-11-23 09:19:51,Positif
Pengguna Google,keren,5,2025-11-29 23:15:11,Positif
Pengguna Google,apkny bagus banget untuk ngedit fc mobile,5,2025-11-27 10:34:54,Positif
Pengguna Google,aplikasinya sangat bagus,5,2025-11-28 07:01:38,Positif
Adiba Dwi,"pas mau di simpan agak lelet, cuman ps udah disimpan hasil nya bagus buanget",4,2025-11-14 07:35:17,Positif
Pengguna Google,"menurutku bagus bagus aja tapi terlalu sering iklan aku cuman mau protes iklan ,tolong di persedikitkan ya",4,2025-11-25 04:46:59,Positif
Pengguna Google,"when capcut kembali kayak dulu,ga ada iklan setiap liat template doang",1,2025-11-29 13:22:14,Negatif
Pengguna Google,sangat bagus tapi aku tidak bisa men dwonlot,5,2025-11-22 05:20:11,Positif
Pengguna Google,"Sangat Bagus, dan aplikasi Baik, iklannya maksa banget!!!!!!!!!!",1,2025-11-28 07:41:36,Negatif
Pengguna Google,"suka aja gitu sama capcut,bisa buat ngedit apaa aja",4,2025-11-22 11:18:20,Positif
Pengguna Google,banyak iklan mengganggu,1,2025-11-27 04:41:19,Negatif
Pengguna Google,kok susah banget didownload knp si,1,2025-11-27 17:36:17,Negatif
Pengguna Google,"setiap ada event pasti ngebug, aku cari tap susah susah kirain udah nyampe 8d pas di liat ngestuk di 3d hadehh",4,2025-11-16 12:59:03,Positif
Pengguna Google,"iklannya gak ngotak anying,dan judol smua.",1,2025-11-30 05:51:27,Negatif
Pengguna Google,"payah moonton di update buat nambah iklan doang, sebelum nya GK ad iklan",1,2025-11-28 18:05:23,Negatif
Pengguna Google,gk cantik kamera nya jelek 🙄🙄,1,2025-11-28 09:00:36,Negatif
Pengguna Google,"mau ekspor aja iklan ga habis""cokk sampahh",1,2025-11-26 14:46:41,Negatif
Pengguna Google,lucu,5,2025-11-20 07:11:26,Positif
Pengguna Google,mantap sekali,5,2025-11-16 11:49:33,Positif
Pengguna Google,"Ini apk nya bagus banget sih,disini kita bisa bikin templat sendiri..kalau nggak kita bisa buat dari template orang lain juga.apk ini ngebantu banget buat edit fidio maupun foto.bintang 5 deh pokoknya",5,2025-11-20 06:40:01,Positif
Pengguna Google,pokok nya udah bagus tpi aku bocil ngk bisa beri ulasan,5,2025-11-23 00:27:16,Positif
Pengguna Google,bagus sekali,5,2025-11-16 04:35:51,Positif
Pengguna Google,nice,5,2025-11-16 08:07:04,Positif
Pengguna Google,kebanyakan iklan,4,2025-11-28 14:06:32,Positif
Pengguna Google,sangatt bagusss,5,2025-11-23 12:15:13,Positif
Pengguna Google,pas mau ekspor malah error,4,2025-11-16 09:34:32,Positif
Zeann narendra,👍,5,2025-11-14 23:32:24,Positif
Pengguna Google,bagus juga bisa ngedit😊😇,5,2025-11-19 09:23:59,Positif
Pengguna Google,perbanyak iklan ya min,1,2025-11-29 10:39:37,Negatif
Pengguna Google,wah ini sh keren,5,2025-11-24 13:21:56,Positif
Pengguna Google,sᴀɴɢᴀᴛ ʙᴀɢᴜs ʙᴜᴀᴛ ᴊᴊ,5,2025-11-29 12:10:45,Positif
Pengguna Google,hebat...pokoknya Is the best 👍👍,5,2025-11-19 10:40:33,Positif
Pengguna Google,saya jadi lebih percaya diri untuk membuat vidio,5,2025-11-21 11:38:02,Positif
Pengguna Google,iklan mulu,1,2025-11-29 14:13:05,Negatif
Pengguna Google,bagus,5,2025-11-19 09:41:10,Positif
Pengguna Google,CapCut ini sangat bagus,5,2025-11-23 21:54:29,Positif
Pengguna Google,bagus,5,2025-11-23 01:32:31,Positif
Pengguna Google,kenapa ya saya mencoba untuk membuat akun harap dicoba selama 24 jam kan kurang ajar tugas mengedit video dikumpulkan besok tetapi capcut mempersulit pengguna,1,2025-11-26 15:17:53,Negatif
Pengguna Google,"sangat bagus pitur lengkap dang sangat keren, tpi kalau bisa iklan nya dikurang² ngin dikit",5,2025-11-20 10:00:32,Positif
Pengguna Google,hanya expor 1080p bayar emng apk terburuk mending vn gratis,1,2025-11-28 09:59:46,Negatif
Pengguna Google,baguss tapi lama instal,5,2025-11-22 12:00:07,Positif
Pengguna Google,Iklannya parah sekali masa gak ada tombol keluarnya ngebug terus iklannya gak bisa di close,1,2025-11-29 12:38:38,Negatif
Pengguna Google,sangat bangsu,5,2025-11-16 10:17:12,Positif
Pengguna Google,SANAGT BAGUS,5,2025-11-17 13:06:04,Positif
Pengguna Google,is good,5,2025-11-25 20:15:15,Positif
Pengguna Google,cok,5,2025-11-26 10:21:55,Positif
Pengguna Google,keren dan bagus,4,2025-11-19 10:13:32,Positif
Pengguna Google,"bwagus,swangat mwenarik akyu syuka samwa aplikaswinya🤩🤗💋",5,2025-11-23 11:32:24,Positif
Pengguna Google,bisa bikin JJ kapan.aj,4,2025-11-15 22:13:11,Positif
Pengguna Google,semoga bermanfaat,4,2025-11-17 03:23:18,Positif
Pengguna Google,bagus walau agak ngelek dan ada bug tpi bagus buat bikin jj soalnya kalo pake aplikasi lain kek susah gt loh,5,2025-11-28 14:23:44,Positif
Pengguna Google,"tolong capcut saya sudah mendapat kan reward sebesar $5 tapi masih di proses itu sampai kapan ya saya sudah cape mengerjakan nya, mohon customer service nya segera diperbaiki",4,2025-11-16 07:52:17,Positif
Pengguna Google,capcut bagus,5,2025-11-21 05:20:14,Positif
Pengguna Google,Terbaik,5,2025-11-16 00:10:25,Positif
Pengguna Google,bgus tapi jangan fitur premium smuanya lah,5,2025-11-16 05:41:10,Positif
Pengguna Google,aplikasi kikir,1,2025-11-29 02:57:03,Negatif
Pengguna Google,woy capcut lu gausa songong gitu ya.. gw Uda instal ngulang teros,5,2025-11-22 03:34:49,Positif
Pengguna Google,Geratis,5,2025-11-15 22:58:59,Positif
Pengguna Google,oke,5,2025-11-18 20:41:35,Positif
Pengguna Google,sangat bagus sekali,5,2025-11-15 14:02:18,Positif
Zahra,sangat bagus untuk mengedit apapun,5,2025-11-15 09:24:58,Positif
Pengguna Google,baguss bisa edit dengan benar jj ny juga banyak saya suka pake capcut seru apalagi ad yg ber hd saya suka memakai aplikasi ini untuk edit video aman juga di pake.,5,2025-11-16 07:51:31,Positif
Pengguna Google,sejauh ini bagusss aja,5,2025-11-26 09:40:50,Positif
Pengguna Google,sangat bagusss dan amazing¹⁰⁰,5,2025-11-19 08:29:45,Positif
Pengguna Google,aplikasinya lumayan bagus.... jgn byk iklan,4,2025-11-18 11:14:33,Positif
Pengguna Google,teruslah berinovasi untuk kalangan orang banyak,5,2025-11-25 11:23:17,Positif
Pengguna Google,Bagus banget gak ngelek,5,2025-11-30 00:35:49,Positif
Pengguna Google,"iklan bodoh, semua harus iklan impor template iklan semua iklan halah bodoh, dulu ni aplikasi populee dan bagus banget digunakan kenapa sekarang jadi begini, sudah ganti developer kah? mangkanya kok beda banget gila makin lag banget",4,2025-11-29 16:04:47,Positif
Pengguna Google,mohon ada gratisan tiap hari untuk semua fitur terutama AI,5,2025-11-22 10:44:59,Positif
Pengguna Google,josjis pol lek mantap polllll,5,2025-11-27 11:11:26,Positif
Pengguna Google,Pliss bikin capcut lite,5,2025-11-18 13:55:15,Positif
Pengguna Google,aplikasi ini sangatlah baguss,5,2025-11-23 03:20:25,Positif
Pengguna Google,"pengen capcut tp susah bngt download, trus bikin memo penuh",4,2025-11-21 13:39:04,Positif
Pengguna Google,cap cut anj iklan mulu ngntd,1,2025-11-27 04:01:27,Negatif
Pengguna Google,aku suka ngedit,4,2025-11-22 12:02:28,Positif
Jusman 1993,mantaap aku suka..,5,2025-11-15 09:54:15,Positif
Pengguna Google,bagus buat edit foto/video,5,2025-11-21 08:01:24,Positif
Pengguna Google,bagus pokoknya deh,5,2025-11-22 07:47:51,Positif
Pengguna Google,sangat baguss,5,2025-11-21 15:57:28,Positif
Pengguna Google,bagus banget,4,2025-11-21 14:57:08,Positif
Pengguna Google,Iklannya kaya aj9 gak ilang3 iklan aja terus,1,2025-11-29 10:37:48,Negatif
Pengguna Google,jos mudah di gunakan dan sangat keren keren 👍👍,5,2025-11-24 12:51:59,Positif
Pengguna Google,aplikasi ini luar biasa tapi perlu dibayar,5,2025-11-25 09:48:40,Positif
Pengguna Google,aplikasi tolol,1,2025-11-29 07:36:00,Negatif
Pengguna Google,cukup baik ya sempurnalebih ber banyak aplikasi lagi yah,5,2025-11-28 23:52:30,Positif
Pengguna Google,ah elah capcut nya gejlas bgtt udh paling bener di alight motion aja dh,1,2025-11-29 08:59:58,Negatif
Pengguna Google,Bagus bgt,5,2025-11-29 07:49:15,Positif
Pengguna Google,aplikasi ini memalukan pembayaran tampah di ketahui tiba tiba saldo saya berkurang gara gara aplikasi ini,1,2025-11-26 11:46:44,Negatif
Pengguna Google,mudah digunakan,4,2025-11-20 10:10:33,Positif
Pengguna Google,kalo edit selalu lag kurangi pitur videonya,1,2025-11-27 14:30:23,Negatif
Pengguna Google,bagus sekali bisa bantu konten keraktor yg baikk,5,2025-11-19 10:50:32,Positif
Pengguna Google,"dih, pro smw?",4,2025-11-17 13:34:04,Positif
Pengguna Google,bagusss pol,5,2025-11-25 11:20:03,Positif
Muhammad Zaki,mntap,4,2025-11-14 09:44:28,Positif
Pengguna Google,aplikasi nya bagus buat ngonten,5,2025-11-23 12:24:36,Positif
Pengguna Google,kadang template nya suka error gitu,2,2025-11-26 08:08:59,Negatif
Pengguna Google,bagusss bangettp,5,2025-11-20 11:10:36,Positif
Pengguna Google,👍👍👍,5,2025-11-27 15:37:24,Positif
Pengguna Google,baguss tp turunin pls mb nyaa..kesian memori hp kita 🥹🥹,4,2025-11-15 23:40:53,Positif
Pengguna Google,tidak bisa login akun saya,5,2025-11-25 03:26:18,Positif
Pengguna Google,bagus,5,2025-11-21 07:50:33,Positif
rainy gladis,kualitas mantap,4,2025-11-14 11:54:18,Positif
Pengguna Google,nah kalau resolusi 1080 gratis kan enak jadi nggak perlu pindah ke aplikasi lain makasih ya,5,2025-11-18 14:38:35,Positif
Pengguna Google,bagus,5,2025-11-29 13:42:15,Positif
Pengguna Google,y burik,1,2025-11-29 04:24:11,Negatif
Pengguna Google,iklannya banyak banget,1,2025-11-27 06:50:52,Negatif
Pengguna Google,okbgt,5,2025-11-23 14:41:38,Positif
Pengguna Google,ini sangat bagus untuk edit apapun,5,2025-11-29 15:06:01,Positif
Pengguna Google,bagus,4,2025-11-23 06:25:56,Positif
Pengguna Google,"apaan si makin kesini makin gj, dikit dikit bayar, ga kaya yang dulu aneeh aneeh",1,2025-11-28 13:56:28,Negatif
Pengguna Google,𝘣𝘪𝘴𝘢 𝘫𝘫,5,2025-11-18 10:33:13,Positif
Pengguna Google,bagus banget bisa ngedit foto Saya,5,2025-11-17 05:52:38,Positif
Pengguna Google,sangat bagus dan banyak ide untuk kita mengeksplorasi nya,5,2025-11-21 01:52:04,Positif
Pengguna Google,Bagus digunakan,5,2025-11-15 13:27:38,Positif
Dwi,aplikasi sangat bagus saya suka,5,2025-11-14 09:08:15,Positif
Pengguna Google,"bagus, KENAPA DIKIT² PRO DIKIT² PRO KENAPA????",5,2025-11-23 12:05:20,Positif
Pengguna Google,bagus,5,2025-11-18 11:10:13,Positif
Pengguna Google,bguss,5,2025-11-22 22:47:16,Positif
Muayyinah Al khaeriyah,aplikasi capcut ini sangat bagus dan kalau boleh tolong kasih lebih kreatif lagi,5,2025-11-14 04:59:17,Positif
Salsamaulidiyah28,bagus ga bingung kalau ada tgs langsung mengedit dengan capcut,4,2025-11-15 00:01:58,Positif
Pengguna Google,sangat begitu bagus sekali kalo bisa aku beri bintang 1 miliar😩🤣,5,2025-11-22 12:48:02,Positif
Pengguna Google,luar biasa membantu sekali dalam membuat vidio,5,2025-11-26 08:29:16,Positif
Pengguna Google,ok,5,2025-11-18 12:20:48,Positif
Pengguna Google,"sebenernya bgus, tpi ngapa jadi berbayar dah, mna mb ny gede bgt",1,2025-11-28 09:10:34,Negatif
Pengguna Google,terbaik,5,2025-11-17 11:31:15,Positif
Pengguna Google,bagus banget,5,2025-11-19 06:38:06,Positif
Pengguna Google,aplikasi ini sangatt baguss🥰,5,2025-11-18 11:19:35,Positif
Pengguna Google,"bgus bgt apk nya, syg hp ku kentang🗿",5,2025-11-18 12:33:58,Positif
Pengguna Google,bgus,5,2025-11-16 05:24:37,Positif
Pengguna Google,kolil bilang mantap,5,2025-11-20 13:30:44,Positif
Hartati Minso,aplikasi ini bagus karna bisa di pakai edit vodqo,5,2025-11-15 10:18:09,Positif
Pengguna Google,aplikasi kebanyakan error editan suara sama tulisan awalnya udah bener pas keluar aplikasi bentar buat nyalin teks di google malah jadi berantakan semua,1,2025-11-29 09:45:24,Negatif
Pengguna Google,t sangat sangat tidak bagus aplikasi ini karena saya masuk keluar,4,2025-11-26 23:10:03,Positif
Pengguna Google,𝕓𝕚𝕤𝕒 𝕞𝕖𝕟𝕪𝕚𝕟𝕕𝕚𝕣 𝕞𝕒𝕟𝕥𝕒𝕟,5,2025-11-26 13:44:20,Positif
Pengguna Google,bagus⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐,5,2025-11-23 00:09:12,Positif
Pengguna Google,bagus,5,2025-11-27 05:33:37,Positif
Pengguna Google,aplikasi ini BAGUS BGT aku suka sama aplikasi ini bisa edit vidio maupun foro🤯,5,2025-11-23 11:02:27,Positif
Pengguna Google,"bagus plcc, TAPI KADANG NGE LAG PARAH, KADANG TIBA² EDITANNYA JADI HITAM. tapi bagus kokk 😔🖐, mknya aku rate 5 hihii 💕",5,2025-11-19 13:03:48,Positif
Pengguna Google,"akhir' ini sering FC (force close), tmbah update Tmbah jelek ni apk",1,2025-11-28 05:01:26,Negatif
Pengguna Google,ga jelas aplikasi ini saya langganan tetapi diperpanjang dan mengambil uang saya tanpa melakukan persetujuan mohon kepada pihak diperbaiki sistem ini sama saja anda melakukan perampokan,1,2025-11-29 14:52:32,Negatif
Pengguna Google,Aplikasi ini sangat membantu saya dalam mengedit video maupun foto,5,2025-11-19 11:42:10,Positif
Pengguna Google,BAGUSSS POLLL,5,2025-11-26 13:51:07,Positif
Pengguna Google,kok capcut aku terus berhenti ya,5,2025-11-19 11:56:17,Positif
Pengguna Google,kerennn baguss bagus bangett,5,2025-11-24 12:05:28,Positif
Pengguna Google,idox labeki,5,2025-11-29 17:29:11,Positif
Pengguna Google,banyak iklannya,1,2025-11-28 11:25:55,Negatif
Pengguna Google,ngedit nya simpel ga ngerepotin,5,2025-11-23 05:24:10,Positif
Pengguna Google,sangat mantap,5,2025-11-17 06:53:40,Positif
Pengguna Google,"semakin hari harus jadi member standar, hadeh",1,2025-11-28 06:05:30,Negatif
Pengguna Google,sekarang terlalu banyak iklan,1,2025-11-30 06:08:46,Negatif
Pengguna Google,bagus banget template¹ nya semua✌️😘,5,2025-11-28 11:15:21,Positif
Pengguna Google,"sebenarnya yaa edit di sini mudah banget ,apa lagi buat orang awam ,tetapi kekurangannya ada 2 ,ketika saya like vidio dan saya mau liat vidio nya lagi kok gak ada padahal sudah saya like ,dan paling ngeselin apa lagi aku pengguna android,dan 2/3 GB ,itu berat banget udah kaya bawa besi 30 kilo",4,2025-11-24 13:19:15,Positif
Pengguna Google,ini bagus,4,2025-11-22 09:26:49,Positif
Pengguna Google,bagus,5,2025-11-30 01:23:31,Positif
Pengguna Google,sangat membantu banget👍🏼👍🏼,5,2025-11-18 04:02:31,Positif
Pengguna Google,template nya baguss keren juga,5,2025-11-18 17:19:35,Positif
Pengguna Google,hold another $5 event,5,2025-11-17 17:19:23,Positif
Pengguna Google,sagat baguss dan editanya woww🤯🤯 sangat jernih dan bisa di post di mdsos,4,2025-11-20 19:58:11,Positif
Pengguna Google,very good,5,2025-11-30 05:40:49,Positif
Pengguna Google,sangat nagus👍👍,5,2025-11-16 03:58:12,Positif
Pengguna Google,apk nya cukup bagus 👍👍,5,2025-11-16 12:57:18,Positif
Pengguna Google,Jika kita bosan dengan aplikasi lain nya CapCut yg tidak pernah membosankan,5,2025-11-17 12:26:14,Positif
Pengguna Google,aplikasi sangat baik 👍👍,4,2025-11-26 14:27:48,Positif
Pengguna Google,"apk ny bgs, cmn kl lg lag gbs msk",2,2025-11-27 13:16:46,Negatif
Pengguna Google,kemairn ada event Capcut pro dapat uang skrng udah abis tolong ada in lagi Kerna buat orang kecil sangat berguna,5,2025-11-18 02:56:45,Positif
Pengguna Google,"woyyy cangcutt basii😹....udah yaa banyak yg pro sering error banyak iklan... minesss semuaa🥱 yg bener ajaa orang mau ngedit cepat² ehh app nya error,gmn sii niat ga sii bikin app semuanya ajaa di jadiin proo😹😹",1,2025-11-25 21:54:17,Negatif
Pengguna Google,karena aplikasi ini aku suka baget,5,2025-11-20 12:34:29,Positif
Pengguna Google,luar biasa,5,2025-11-18 13:30:57,Positif
Baim Usman,sangat bagus,5,2025-11-15 11:24:44,Positif
Pengguna Google,baguss bnget aplikasi nya,4,2025-11-23 11:43:03,Positif
Pengguna Google,"APLIKASI ANEHHHHH, JELEKKKK",1,2025-11-28 11:44:43,Negatif
Pengguna Google,"apk ini bagus, tapi saat saya ingin mengekspor... saya mengalami masalah, terus tiba tiba keluat sendiri, tapi apk ini bisa membantu untuk melihat foto agar tidak membosankan, dan apk jni membantu saya membuay konten konten yang menarik dan bagus, trims, dan tolong ditingkatkan lagi kualitas nya....",4,2025-11-28 10:46:50,Positif
Pengguna Google,menarik dan bgus,4,2025-11-22 03:07:19,Positif
Pengguna Google,"apk nya bagus, mudah digunakan juga, tp pls deh kurangi pembayaran dalam mengeditnya juga",5,2025-11-29 04:52:29,Positif
Pengguna Google,bagus baget,5,2025-11-16 07:37:01,Positif
Pengguna Google,mantep,5,2025-11-25 08:26:08,Positif
Pengguna Google,gw kasih bintang 5 karna terpaksa mau cari aplikasi yg lain ribet,5,2025-11-27 05:19:34,Positif
Pengguna Google,✨️,5,2025-11-29 23:34:19,Positif
Pengguna Google,Jangan ada halangan yaa aku ngedowload nyaa soal nya mau edit video kenangan sama kawan ku,5,2025-11-21 09:45:40,Positif
Pengguna Google,dia di instal lama kalk udah dua kali kayak gini apa lagi ada yang berbayar,1,2025-11-29 05:33:53,Negatif
Pengguna Google,★aplikasinya bagus banyak fitu² menarik★,5,2025-11-16 14:05:45,Positif
Pengguna Google,ga bisa nge buka aplikasi tersebut padahal sudah download,1,2025-11-28 06:20:46,Negatif
Pengguna Google,"mb nya terlalu besar,buat hp yang ram nya sedikit ga bisa nge download jadi nya, tolong kecilin lagi dong mb nya,biar yang ram nya dikit bisa download juga",2,2025-11-29 09:31:34,Negatif
Rush Riawale,sangat baik.,5,2025-11-14 16:13:52,Positif
Pengguna Google,perbaliki kyk dulu lagi,5,2025-11-28 09:33:10,Positif
Pengguna Google,jangn di donlod buang² kuota,1,2025-11-26 15:30:26,Negatif
Pengguna Google,capcut edit foto,5,2025-11-26 07:44:06,Positif
Lutfiyah Faharani,"sebenarnya bagus sih nih aplikasi buat ngedit foto jadi aesthetic. tapi.... tapi... aku jadi bahan amukan ras terkuat di bumi ini, yaa mamahku, aku di omelin habis habisan dan diancem bakal di masukin pondok, gegara main capcut terus, soalnya kuota ku cepet habis banget pake capcut 😭",5,2025-11-14 09:05:19,Positif
Pengguna Google,sukaaa,5,2025-11-22 00:14:24,Positif
Pengguna Google,mantap,5,2025-11-29 13:46:33,Positif
Pengguna Google,👍,5,2025-11-22 08:43:45,Positif
Pengguna Google,sangat bagus,5,2025-11-18 07:58:22,Positif
Pengguna Google,"This application is very good, you should download it.",5,2025-11-16 22:49:10,Positif
Pengguna Google,aku kasih bintang lima,5,2025-11-23 06:01:09,Positif
Pengguna Google,Lumayan,4,2025-11-27 13:24:25,Positif
Tia Saputri,penggunaan yang mudah dan banyak macam versinya,5,2025-11-14 22:37:22,Positif
Pengguna Google,bagus dan mudah,5,2025-11-16 11:32:09,Positif
Pengguna Google,bagus banget tapi barang udah di update kok jelek?,4,2025-11-21 05:03:11,Positif
Pengguna Google,aplikasi sangat bagus untuk mengedit vidio,5,2025-11-25 05:28:46,Positif
Bayu Elman1,aku paling suka sama aplikasi ini kalo foto aku jelek bisa aku edit deh pokoknya cobain deh,5,2025-11-15 07:48:17,Positif
Pengguna Google,Baguss,5,2025-11-22 22:40:05,Positif
Pengguna Google,aplikasi ini sangat bagus bagi saya dan teman-teman yang mendukung aplikasi ini,5,2025-11-21 11:42:13,Positif
Pengguna Google,mantap..,5,2025-11-22 04:22:33,Positif
Pengguna Google,baguss buat aku yg suka bikin konten,5,2025-11-24 07:47:32,Positif
Pengguna Google,"hmmm.... menurut ku aplikasi nya bagus cuma males aja kalo udah iklan, plus banyak iklan iklan promosi capcut pro",4,2025-11-21 13:44:36,Positif
Pengguna Google,𝘢𝘱𝘭𝘪𝘬𝘢𝘴𝘪 𝘪𝘯𝘪 𝘴𝘢𝘯𝘨𝘢𝘵 𝘮𝘦𝘮𝘣𝘢𝘯𝘵𝘶,5,2025-11-17 09:12:36,Positif
Pengguna Google,bisa template bagus banget,5,2025-11-16 11:28:07,Positif
Pengguna Google,keren,5,2025-11-26 14:14:48,Positif
Pengguna Google,bagus banget anjir,5,2025-11-15 23:50:10,Positif
Pengguna Google,sangat membantu mengedit,5,2025-11-19 10:54:16,Positif
Pengguna Google,iklannya lama bener:(,1,2025-11-30 00:32:01,Negatif
Pengguna Google,"Ihh bgs banget ni apk, sangat berguna!!!!!!!!!!!!!!!💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝👄💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝 tapi bener",5,2025-11-23 10:29:37,Positif
Pengguna Google,sangat suka,5,2025-11-19 10:50:25,Positif
Pengguna Google,bagus👍,5,2025-11-18 13:25:22,Positif
Pengguna Google,"bagus banget, tidak ngelek dan epruf untuk di donlod",5,2025-11-17 09:49:09,Positif
Pengguna Google,apk ampas dikit dikit iklan. banyak bet iklannya ga kayak dulu,1,2025-11-26 13:13:10,Negatif
Pengguna Google,bagus,5,2025-11-25 15:06:56,Positif
Pengguna Google,sangat bagus untuk membuat vidio,5,2025-11-29 13:24:40,Positif
Pengguna Google,sngat bguss,5,2025-11-21 08:28:46,Positif
Pengguna Google,bagus,5,2025-11-29 04:31:04,Positif
Pengguna Google,jadi keren kali mamang,5,2025-11-24 07:22:09,Positif
Pengguna Google,"sangat sangat rekomendasi bagi orang"" yang suka buat story",5,2025-11-23 11:21:37,Positif
Egia Ulandari,bagus banget,5,2025-11-14 07:03:36,Positif
Andini2104,ok,5,2025-11-14 11:14:47,Positif
Pengguna Google,Susah buat nge instal,1,2025-11-27 09:09:19,Negatif
Pengguna Google,amazing,5,2025-11-26 05:51:06,Positif
Pengguna Google,bagus banget si aplikasi membantu kita mengedit dengan cepat dan bisa membantu mengedit sesuatu,5,2025-11-19 13:18:10,Positif
Pengguna Google,sering terjadi lag karena (capcut pro),5,2025-11-18 09:30:39,Positif
Pengguna Google,ini aplikasi membantu saya untuk bikin konten jadi keren pokoknya ini top 1,5,2025-11-23 23:24:48,Positif
Pengguna Google,bagus sih tapi bayar ngak kayak dulu,5,2025-11-15 23:09:45,Positif
Pengguna Google,Saya kasih bintang lima karena selain bisa mengedit foto bisa juga untuk wallpaper,5,2025-11-28 06:33:29,Positif
Pengguna Google,"akuu gak ada kata"" tapi aku mengapresiasi aplikasih capcut👍👍",5,2025-11-28 08:34:09,Positif
Pengguna Google,kata aku bagus baguss aja yang penting sih bisa bikin video yang lucu kata ku sama aja,5,2025-11-23 13:53:54,Positif
Pengguna Google,mantap,5,2025-11-16 14:58:53,Positif
Pengguna Google,iklan terlalu banyak gk kayak dulu tolong lah di perbaiki lagi,1,2025-11-28 12:44:33,Negatif
Pengguna Google,baik,5,2025-11-27 15:22:02,Positif
Pengguna Google,apk nya baguss tapi terlalu banyak berbayar atau engga iklan,4,2025-11-22 15:54:18,Positif
Pengguna Google,siip,5,2025-11-24 17:35:32,Positif
Pengguna Google,dikit dikit iklan,4,2025-11-24 05:39:01,Positif
Pengguna Google,kenapa capcut di hp saya tidak bisa di instal padahal memori hp saya masih banyak/luas.Tolong segera perbaiki apk capcut ini.,1,2025-11-28 09:42:02,Negatif
Pengguna Google,"Apkikasi bagus untuk editing, cocok untuk kreator",5,2025-11-24 04:10:06,Positif
Pengguna Google,sangak bagus dan bermanfaat,4,2025-11-22 16:59:30,Positif
Pengguna Google,"aplikasi ini membantu saya membuat berbagai macam konten konten bermanfaat dari mulai perasaan, kegiatan sehari hari dan banyak lainnya Terima kasih semoga bermanfaat",5,2025-11-25 03:55:47,Positif
Pengguna Google,saya mau edit kok ada beberapa editor suruh bayar iya,5,2025-11-21 01:48:46,Positif
Pengguna Google,thanks you,5,2025-11-21 07:57:42,Positif
Pengguna Google,banyak tamplat yang bagus,5,2025-11-21 22:04:07,Positif
Pengguna Google,ini sangat lah bagus untuk dipakai 👍🏻,5,2025-11-18 08:30:54,Positif
Pengguna Google,lumayan lah buat edit jj,5,2025-11-25 08:59:52,Positif
Pengguna Google,"Ini serius? mau nyimpen video ke 1000p aja harus berlangganan ? ampuuun capcut,apa apa di duitin. Baru kali ini ada aplikasi edit video mau nyimpen hasiledit aja harus bayar. parah parah. mending pake yang mod aja lah",1,2025-11-27 14:27:23,Negatif
Pengguna Google,mohon tindakan lanjutan apk nya tidak bisa di bukak,2,2025-11-26 03:51:48,Negatif
Pengguna Google,sangat bagus untuk edit vidio 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,2025-11-29 23:22:12,Positif
Pengguna Google,sangat bagus sukaa🥳😣,5,2025-11-30 01:14:37,Positif
Pengguna Google,saldo di goopay tau tau kepotong sendiri gara gara aplikasi ini tanpa masukkan pin perampokan namanya ni,1,2025-11-28 04:52:00,Negatif
Pengguna Google,rancak,4,2025-11-24 06:54:00,Positif
Pengguna Google,bisa membuat vidio keren,5,2025-11-25 14:15:11,Positif
